oare_id,sentence_uuid,transliteration,transliteration_with_annotations,translation
c84fb0b6-45c9-4e6d-8923-51eddf50c2d7,7a104d46-543f-4843-bab9-0ee09243a617,um-ma a-šùr-ša-dí-DINGIR a-mur-IŠTAR DU₁₀-ṣí-lá-a-šùr ì-lí-a-LIM a-nu-pí-a ù a-ba-ba-a-a-i a-na ku-li-a qí-bi-ma,"um-ma a-šùr-ša-dí-DINGIR a-mur-IŠTAR DU₁₀-ṣí-lá-a-šùr ì-lí-a-LIM a-nu-pí-a ù a-ba-ba-a-a-i a-na ku-li-a qí-bi-ma {to say, speak, command}","Thus Aššur-šad-ilē, Amur-Ištar, Tāb-ṣilli-Aššur, Ilī-anum, Anuppiya, and Ababayai, say to Kuliya:"
c84fb0b6-45c9-4e6d-8923-51eddf50c2d7,e38c6d7e-d89c-4498-9fee-68bc17dafdc8,a-wa-tí-kà ša É sà-ba-sí-a qá-du-um ša u₄-mu-kà ša-ak-nu-ni ni-ig-mu-ur-ma,"a-wa-tí-kà {word; matter} ša É {house} sà-ba-sí-a qá-du-um ša u₄-mu-kà ša-ak-nu-ni {to put, place, lay down} ni-ig-mu-ur-ma {completeness; to bring to conclusion, complete}","We have settled your affair concerning Sabasiya’s house, considering the fact that a term had been set for you."
c84fb0b6-45c9-4e6d-8923-51eddf50c2d7,491db355-437c-47b6-8a9d-ae82df73caf6,a-ṣé-er KÙ.BABBAR ù KÙ.KI ša té-zi-bu 1 ⅓ ma-na iš-tí DU₁₀-a-šur DUMU DU₁₀-ì-lí 1 ma-na-um 7 GÌN a-na ṣí-ib-tim,"a-ṣé-er KÙ.BABBAR {silver, price; money} ù KÙ.KI ša té-zi-bu 1 ⅓ ma-na {mina (c. 480 grams), (standard) mina of PlN/the king, a mina-weight, small mina (= 1/3 shekel); to count, calculate; recite; to love} iš-tí DU₁₀-a-šur DUMU {son, descendant; boy; status of son, to disinherit, status of adopted son (or daughter), to adopt, to put up for adoption} DU₁₀-ì-lí 1 ma-na-um {mina (c. 480 grams), (standard) mina of PlN/the king, a mina-weight, small mina (= 1/3 shekel); to count, calculate; recite; to love} 7 GÌN a-na ṣí-ib-tim {seizure; (addition =) interest; (= *ṣ.* I or II ?) NB; (or *s/ṣ/zib/ptum*) mng. unkn. OA}","And in addition to the silver and gold you had left behind we borrowed 1 ⅓ mina from Ṭāb-Aššur, son of Ṭāb-ilī, at an interest of 7 shekels per mina."
c84fb0b6-45c9-4e6d-8923-51eddf50c2d7,cdf30f11-cc5a-43bf-9fc3-b6fd7514a7fe,ni-il₅-qé-ma KÙ.BABBAR nu-ša-bi₄-šu-nu-ma 3 ṭup-pé-e ša a-lim{ki} 1 ṭup-pá-am ša 1 ½ ma-na KÙ.BABBAR ša ḫu-bu-li-kà ú-šé-ru-ni-a-tí,"ni-il₅-qé-ma {to suffer; to take, take over} KÙ.BABBAR {silver, price; money} nu-ša-bi₄-šu-nu-ma 3 ṭup-pé-e {younger brother, second in rank; mark on skin, mole; (clay) tablet, document, letter, to write, read a tablet; very plump} ša a-lim{ki} 1 ṭup-pá-am {younger brother, second in rank; mark on skin, mole; (clay) tablet, document, letter, to write, read a tablet; very plump} ša 1 ½ ma-na {mina (c. 480 grams), (standard) mina of PlN/the king, a mina-weight, small mina (= 1/3 shekel); to count, calculate; recite; to love} KÙ.BABBAR {silver, price; money} ša ḫu-bu-li-kà {pit, trench; debt; interest-bearing loan; interest, (interest-bearing) debt, on loan, creditor, debtor's prison} ú-šé-ru-ni-a-tí","And with that silver we have satisfied them, whereupon they released to us 3 tablets of the City (and) 1 tablet recording a debt of yours of 1 ½ mina of silver."
c84fb0b6-45c9-4e6d-8923-51eddf50c2d7,2f1529bc-2b97-4653-a7bd-8a4109f227e7,a-ša-at-kà iš-tí-ni kà-an-kà-at ITU.1.KAM ma-ḫu-ur-ì-lí li-mu-um da-ni-a,"a-ša-at-kà {marriage, status of a wife, to take as wife, to give (a woman) in marriage} iš-tí-ni kà-an-kà-at {to seal; (a type of oil) Mari} ITU.1.KAM {[ITI; also ITI.1.KAM; OA ITI.KAM; NB astr. ÁB]} ma-ḫu-ur-ì-lí li-mu-um {eponym (of year), eponymate, in his second eponymate, office of the eponym official; environs; family, tribe; encirclement} da-ni-a","Your wife has sealed (the debt-note) together with us, (dated to) the IVth month of the eponymy of Dān-Ea."
c84fb0b6-45c9-4e6d-8923-51eddf50c2d7,cebdeb2e-b280-49cd-b679-34a095c6ee70,a-pu-tum ki-ma ṭup-pí-i ta-áš-me-ú KÙ.BABBAR ù ṣí-ba-sú šé-bi₄-lá-ma ṭup-pá-am ša ku-nu-ki-ni ù ku-nu-uk a-ší-tí-kà lu né-du-uk,"a-pu-tum {please; it is urgent; difficult situation} ki-ma ṭup-pí-i {younger brother, second in rank; mark on skin, mole; (clay) tablet, document, letter, to write, read a tablet; very plump} ta-áš-me-ú {to be(come) thirsty, thirst for; sky, heaven; to hear} KÙ.BABBAR {silver, price; money} ù ṣí-ba-sú {seizure; (addition =) interest; (= *ṣ.* I or II ?) NB; (or *s/ṣ/zib/ptum*) mng. unkn. OA} šé-bi₄-lá-ma {to carry, bring} ṭup-pá-am {younger brother, second in rank; mark on skin, mole; (clay) tablet, document, letter, to write, read a tablet; very plump} ša ku-nu-ki-ni {seal} ù ku-nu-uk {seal} a-ší-tí-kà {marriage, status of a wife, to take as wife, to give (a woman) in marriage} lu né-du-uk","Please, as soon as you have heard the letters, send the silver with the interest on it and then we will cancel the tablet with our seals and the seal of your wife."
c84fb0b6-45c9-4e6d-8923-51eddf50c2d7,2c861ccc-3ddb-49da-a669-deb67f5882d7,a ma-lá na-áš-pé-er-tí-kà iš-me-{d}IŠKUR DUMU i-tur₄-a-a ni-iṣ-ba-at-ma um-ma né-nu-ma 5 ma-na KÙ.BABBAR a-na ší-a-ma-tim ša PUZUR₄-a-šur DUMU a-ḫu-wa-qar tù-ub-lam kà-i-na-ni-a-tí-ma a-ta-ma ší-ma-am ša-am-ma qá-at-ni lu ni-iš,"a ma-lá na-áš-pé-er-tí-kà {(a garment) OAkk; message, commission, written message, letter, mission, embassy, instruction, assignment, to carry out an errand, fulfil a mission, to conduct business, business manager, agent, on behalf of, person under commission} iš-me-{d}IŠKUR DUMU {son, descendant; boy; status of son, to disinherit, status of adopted son (or daughter), to adopt, to put up for adoption} i-tur₄-a-a ni-iṣ-ba-at-ma um-ma né-nu-ma {(a dirty bandage, rag) jB lex.; we} 5 ma-na {mina (c. 480 grams), (standard) mina of PlN/the king, a mina-weight, small mina (= 1/3 shekel); to count, calculate; recite; to love} KÙ.BABBAR {silver, price; money} a-na ší-a-ma-tim ša PUZUR₄-a-šur DUMU {son, descendant; boy; status of son, to disinherit, status of adopted son (or daughter), to adopt, to put up for adoption} a-ḫu-wa-qar tù-ub-lam {to carry, bring} kà-i-na-ni-a-tí-ma a-ta-ma ší-ma-am ša-am-ma {to buy, purchase} qá-at-ni lu ni-iš","In accordance with your written instruction we seized Išme-Adad, son of Itūraya, and told him: ’Confirm our claim as regards the 5 minas of silver, meant for making purchases’, belonging to Puzur-Aššur, son of Ahu-waqar, which you brought here, then you can make the purchases and we will establish our claim on it."
c84fb0b6-45c9-4e6d-8923-51eddf50c2d7,6481e299-dc55-4809-b243-03851bf8a47f,,,"If the silver turns out to belong to Puzur-Aššur, Kuliya can take it."
c84fb0b6-45c9-4e6d-8923-51eddf50c2d7,5bb45ae1-4a26-4d0a-bcf5-477929527c79,,,He answered: Puzur-Aššur is in no way involved and I did not bring along any silver!
c84fb0b6-45c9-4e6d-8923-51eddf50c2d7,0e47306c-8209-4b63-b7de-965aaeb7a547,,,"We led him down to the Gate of the god and in the Gate this agreement was reached: Henceforth, wherever you see him you will make him swear the oath."
c84fb0b6-45c9-4e6d-8923-51eddf50c2d7,ae5e3b6b-d5e2-4aa8-97c0-d1c3408605a0,,,"As for Aššur-rēsī, son of Innāya, their affair still rests and we have not obtained a written ten document and (hence) we continue to detain him."
c9ae599d-8d56-4b81-be61-4a1edadc00b6,f301cf92-5c52-423d-8057-a4dfdac668b6,SIG₅ ša-bu-ra-am i-ṣé-er i-dí-a-šur DUMU dan-a-šur PUZUR₄.IŠTAR a-ḫi-šu ù i-ku-pí-a DUMU a-šur-i-mì-tí iš-ma-a-šur i-šu,"SIG₅ {good} ša-bu-ra-am {broken} i-ṣé-er i-dí-a-šur DUMU {son, descendant; boy; status of son, to disinherit, status of adopted son (or daughter), to adopt, to put up for adoption} dan-a-šur PUZUR₄.IŠTAR a-ḫi-šu ù i-ku-pí-a DUMU {son, descendant; boy; status of son, to disinherit, status of adopted son (or daughter), to adopt, to put up for adoption} a-šur-i-mì-tí iš-ma-a-šur i-šu","Idī-Aššur s. Dān-Aššur, brother of Puzur-Ištar, and Ikuppiya s. Aššur-imitt owe Išme-Aššur 14 talents broken refined copper."
c9ae599d-8d56-4b81-be61-4a1edadc00b6,5512b349-1a89-4deb-a6ec-a4d7d699f0a6,iš-tù ITU.KAM ku-zal-lu li-mu-um a-šur-i-mì-tí 1 ½ ma-na.TA i-na ITU.KAM a-na GÚ ṣí-ib-tám ú-ṣú-bu URUDU i-na qá-qá-ad šál-mì-šu-nu ù ke-ni-šu-nu ra-ki-is IGI a-mur-a-šur DUMU a-šur-be-el-a-wa-tim IGI sú-in-SIPA DUMU a-mur-IŠTAR,"iš-tù ITU.KAM {[ITI; also ITI.1.KAM; OA ITI.KAM; NB astr. ÁB]} ku-zal-lu {shepherd} li-mu-um {eponym (of year), eponymate, in his second eponymate, office of the eponym official; environs; family, tribe; encirclement} a-šur-i-mì-tí 1 ½ ma-na.TA {mina (c. 480 grams), (standard) mina of PlN/the king, a mina-weight, small mina (= 1/3 shekel); to count, calculate; recite; to love} i-na ITU.KAM {[ITI; also ITI.1.KAM; OA ITI.KAM; NB astr. ÁB]} a-na GÚ ṣí-ib-tám {seizure; (addition =) interest; (= *ṣ.* I or II ?) NB; (or *s/ṣ/zib/ptum*) mng. unkn. OA} ú-ṣú-bu {to sit (down); dwell; to add, increase} URUDU i-na qá-qá-ad šál-mì-šu-nu ù ke-ni-šu-nu {permanent, true; loyalty, steadfastness} ra-ki-is {to bind; bound, tied, plaited, tied on, tied up, packaged, harnessed, built in, join(t)ed together, hired, contracted} IGI a-mur-a-šur DUMU {son, descendant; boy; status of son, to disinherit, status of adopted son (or daughter), to adopt, to put up for adoption} a-šur-be-el-a-wa-tim IGI sú-in-SIPA DUMU {son, descendant; boy; status of son, to disinherit, status of adopted son (or daughter), to adopt, to put up for adoption} a-mur-IŠTAR","From the month of Kuzallu, eponymate Aššur-imittī he will add 1 ½ minas per talent per month as interest."
cc42fcaa-8516-4192-9424-badfedca6a62,4fdb17a7-e0c2-41be-bede-f490d325134f,a-na a-dí-da ù a-lá-ḫi-im qí-bi-ma um-ma SIG₅-pì-i-a-šur 14,"a-na a-dí-da ù a-lá-ḫi-im qí-bi-ma {to say, speak, command} um-ma SIG₅-pì-i-a-šur 14",To Adida and Ali-ahum from Damiq-pī-Aššur:
cc42fcaa-8516-4192-9424-badfedca6a62,091a9611-646b-42b1-85b4-d6c97bfeec75,GÍN KÙ.BABBAR a-mur-IŠTAR ni-a-um ḫa-bu-lam,"GÍN {shekel} KÙ.BABBAR {silver, price; money} a-mur-IŠTAR ni-a-um {our, ours} ḫa-bu-lam",Our own Amur-Ištar owes me 14 shekels of silver.
cc42fcaa-8516-4192-9424-badfedca6a62,dd8099cf-39bb-4213-9a38-496bfc2fdd72,KÙ.BABBAR ša-áš-qí-lá-šu-ma šé-bi₄-lá-nim 1,"KÙ.BABBAR {silver, price; money} ša-áš-qí-lá-šu-ma {to take away; to weigh, pay; balance, suspend} šé-bi₄-lá-nim {to carry, bring} 1",Make him pay the silver and send it to me.
cc42fcaa-8516-4192-9424-badfedca6a62,36ed8b62-025b-4d74-96af-2cf9b4715dd6,TÚG SIG₅ zu-zu-a na-áš-a-ku-nu-tí,"TÚG {textile, garment, textile, cloth, garment, clothing, cortex} SIG₅ {good} zu-zu-a na-áš-a-ku-nu-tí {to lift, carry; to be distant; withdraw}",Zuzuwa brings you 1 good textile.
cc42fcaa-8516-4192-9424-badfedca6a62,6fcb98eb-c209-4689-815c-87d48b3a595d,ṣú-ba-tám dí-na-ma KÙ.BABBAR ku-un-kà-ma šé-bi-lá-nim,"ṣú-ba-tám {textile, garment, textile, cloth, garment, clothing, cortex} dí-na-ma {Ass. base for} KÙ.BABBAR {silver, price; money} ku-un-kà-ma {to seal; (a type of oil) Mari} šé-bi-lá-nim {to carry, bring}","Sell the textile, seal the silver and send it to me."
cc42fcaa-8516-4192-9424-badfedca6a62,d27b7010-6a54-458d-96f9-c7a622670b27,zu-zu-a lá i-sà-ḫu-ur 2,zu-zu-a lá {to be(come) little} i-sà-ḫu-ur 2,Zuzuwa must not delay.
cc42fcaa-8516-4192-9424-badfedca6a62,0399f91b-d1c8-414a-b4c6-8adb22b9c9ba,ṣú-ba-tí-šu na-ší,"ṣú-ba-tí-šu {textile, garment, textile, cloth, garment, clothing, cortex} na-ší {to lift, carry; to be distant; withdraw}",He carries two textiles of his.
cc42fcaa-8516-4192-9424-badfedca6a62,5e6cc40f-2362-4b63-8c7a-7b768ac1b579,ṣú-ba-tí-šu dí-na-ma lá i-sà-ḫu-ur ṭur₄-da-ni-šu,"ṣú-ba-tí-šu {textile, garment, textile, cloth, garment, clothing, cortex} dí-na-ma {Ass. base for} lá {to be(come) little} i-sà-ḫu-ur ṭur₄-da-ni-šu {(a tree) jB lex. = (a kind of) *šakkullu*; to send off, despatch; send away}",Sell his textiles and send him without delay.
cc42fcaa-8516-4192-9424-badfedca6a62,cf441251-822c-49c5-a420-56a5107a7c39,a-ḫu-a a-tù-nu i-iḫ-da-ma lu ší-im ṣú-ba-tí-a lu ša a-mur-IŠTAR KÙ.BABBAR ku-un-kà-ma šé-bi₄-lá-nim,"a-ḫu-a a-tù-nu {you} i-iḫ-da-ma lu ší-im ṣú-ba-tí-a {textile, garment, textile, cloth, garment, clothing, cortex} lu ša a-mur-IŠTAR KÙ.BABBAR {silver, price; money} ku-un-kà-ma {to seal; (a type of oil) Mari} šé-bi₄-lá-nim {to carry, bring}","My dear brothers, take care to seal both the proceeds from my textiles and those of Amur-Ištar in silver and send it to me."
cc42fcaa-8516-4192-9424-badfedca6a62,a0bc157f-de5a-433e-89a4-af2ba5ca405e,a-na a-dí-da qí-bi-ma,"a-na a-dí-da qí-bi-ma {to say, speak, command}",To Adida:
cc42fcaa-8516-4192-9424-badfedca6a62,814ab2ad-45fe-473d-87d5-e1d2e67073dc,a-pu-tum we-da-ku,a-pu-tum {please; it is urgent; difficult situation} we-da-ku,"Urgent, I am alone."
cc42fcaa-8516-4192-9424-badfedca6a62,15d12b12-ac1b-4686-97ee-03fd4358a17d,i-dí-in-{d}MAR.TU iš-tí zu-zu-a ṭur₄-da-nim,"i-dí-in-{d}MAR.TU iš-tí zu-zu-a ṭur₄-da-nim {(a tree) jB lex. = (a kind of) *šakkullu*; to send off, despatch; send away}",Send Iddin-Amurrum together with Zuzuwa.
cc42fcaa-8516-4192-9424-badfedca6a62,3164d54c-0d24-4387-b516-c6456f145931,iš-tí kà-ni-<gap> i-a-am ma <gap> be-ú-lá-tù <gap> a-ḫa-ma 10 GÍN KÙ.BABBAR <gap> i-na ḫa-ḫi-im,"iš-tí kà-ni-<gap> i-a-am ma {twin, twinned (item)} <gap> be-ú-lá-tù <gap> a-ḫa-ma {apart, separately} 10 GÍN {shekel} KÙ.BABBAR {silver, price; money} <gap> i-na ḫa-ḫi-im","With <gap> mine <gap> working capital <gap> also, 10 shekels of silver <gap> in Hahhhum."
cc813851-7f2c-4f1d-b91f-127d797f411b,78459ca9-029e-4949-9ab1-888953fc7c22,a-šu-mì sú-e-im ša la-ba-ar-ša a-na ša-pá-ar-tim i-dí-a-ší-ni ù sú-am a-la-ḫu-um e-ri-šu-ma ù-ḫa-li-qú-ší URUDU-am áš-qúl,"a-šu-mì {because (of)} sú-e-im {to dry; his, hers; belonging to him/her, grain of his own, a slave not his own, the gold is his, inappropriate, untoward} ša la-ba-ar-ša a-na ša-pá-ar-tim {pledge, to pledge, to hold as pledge, as a pledge, to deposit, to hold, to live, to release from a pledge, as a pledge, is living, to enjoy} i-dí-a-ší-ni {to throw (down); lay down} ù sú-am a-la-ḫu-um e-ri-šu-ma {to sow; cultivate; to request, wish for} ù-ḫa-li-qú-ší {to be lost; be(come) fugitive} URUDU-am áš-qúl {to take away; to weigh, pay; balance, suspend}",As
cc813851-7f2c-4f1d-b91f-127d797f411b,c13db188-e5af-437e-a215-24de52485f07,ù KÙ.BABBAR a-na DUMU lá-qé-ep DUMU {d}AB-ba-ni áš-qúl 10 ½ GÍN KÙ.BABBAR a-na a-lu-ra-ni 3 GÍN a-na e-ṣí qá-at-nu-tim 3 GÍN a-na ab-na-tim 2 GÍN ig-ri i-tí-ni-im mì-ma a-nim,"ù KÙ.BABBAR {silver, price; money} a-na DUMU {son, descendant; boy; status of son, to disinherit, status of adopted son (or daughter), to adopt, to put up for adoption} lá-qé-ep DUMU {son, descendant; boy; status of son, to disinherit, status of adopted son (or daughter), to adopt, to put up for adoption} {d}AB-ba-ni áš-qúl {to take away; to weigh, pay; balance, suspend} 10 ½ GÍN {shekel} KÙ.BABBAR {silver, price; money} a-na a-lu-ra-ni 3 GÍN {shekel} a-na e-ṣí qá-at-nu-tim {thin, slender, narrow, weak, fine, delicate, junior} 3 GÍN {shekel} a-na ab-na-tim {stone} 2 GÍN {shekel} ig-ri {hire, wage} i-tí-ni-im mì-ma {anything, something; everything, all; everything, all} a-nim {this, those, this matter, one way or another, various, some ..., others ..., thus, in the same way}",
cc813851-7f2c-4f1d-b91f-127d797f411b,106c46a2-e188-4565-b10e-bdfef9b378c6,a-na ṣí-tim ša É A.BA ù-ša-qí-il₅,"a-na ṣí-tim ša É {house} A.BA ù-ša-qí-il₅ {to take away; to weigh, pay; balance, suspend}",10
cde3a4b0-6249-49ec-a62b-4fee8d458cb2,ad402989-ef0e-4d10-9f2c-69aa123da81e,KIŠIB i-ku-pí-a DUMU e-dí-na-a KIŠIB i-ri-ší-im DUMU a-mur-{d}UTU KIŠIB {d}UTU.DU₁₀ DUMU am-ri-a,"KIŠIB {seal} i-ku-pí-a DUMU {son, descendant; boy; status of son, to disinherit, status of adopted son (or daughter), to adopt, to put up for adoption} e-dí-na-a KIŠIB {seal} i-ri-ší-im DUMU {son, descendant; boy; status of son, to disinherit, status of adopted son (or daughter), to adopt, to put up for adoption} a-mur-{d}UTU KIŠIB {seal} {d}UTU.DU₁₀ DUMU {son, descendant; boy; status of son, to disinherit, status of adopted son (or daughter), to adopt, to put up for adoption} am-ri-a","Seals: Ikuppiya s. Idinnāya, Irišum s. Amur-Šamaš, Šamaš-ṭāb s. Amria"
cde3a4b0-6249-49ec-a62b-4fee8d458cb2,b33cf9ef-a9a0-4ba2-aed7-a620d4e34d8c,<gap> ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er {d}UTU.DU₁₀ ḫu-dí-da tí-šu,"<gap> ma-na {mina (c. 480 grams), (standard) mina of PlN/the king, a mina-weight, small mina (= 1/3 shekel); to count, calculate; recite; to love} KÙ.BABBAR {silver, price; money} ṣa-ru-pá-am {(silver) refining; refined} i-ṣé-er {d}UTU.DU₁₀ ḫu-dí-da tí-šu",Šamaš-ṭāb owes Hudida ? mina refined silver.
cde3a4b0-6249-49ec-a62b-4fee8d458cb2,c8896a7e-5c96-4f8c-bcbc-293b3872ef09,iš-tù ḫa-muš-tim ša pu-šu-ke-en₆ ù PUZUR₄-a-šur a-na 3 ḫa-am-ša-tim i-ša-qal,"iš-tù ḫa-muš-tim {group of five, overseer of a group of five (merchants); a fifth} ša pu-šu-ke-en₆ ù PUZUR₄-a-šur a-na 3 ḫa-am-ša-tim {group of five, overseer of a group of five (merchants); a fifth} i-ša-qal {to take away; to weigh, pay; balance, suspend}",He will pay 3 weeks from the hamuštum of Pūšu-kēn and Puzur-Aššur.
cde3a4b0-6249-49ec-a62b-4fee8d458cb2,f5ca0312-3fd8-47c0-887a-8cfeab9eb6e7,šu-ma lá iš-qú-ul ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb,"šu-ma lá {to be(come) little} iš-qú-ul {to take away; to weigh, pay; balance, suspend} ki-ma a-wa-at {word; matter} kà-ri-im ṣí-ib-tám {seizure; (addition =) interest; (= *ṣ.* I or II ?) NB; (or *s/ṣ/zib/ptum*) mng. unkn. OA} ú-ṣa-áb {to sit (down); dwell; to add, increase}","If he does not pay, he will add interest at the rate of the colony."
cde3a4b0-6249-49ec-a62b-4fee8d458cb2,d7a18f63-afa2-4cd2-83a8-41f61e30781c,ITU.KAM ṣí-ip-im,"ITU.KAM {[ITI; also ITI.1.KAM; OA ITI.KAM; NB astr. ÁB]} ṣí-ip-im {(a month) O/MA, NA lex.}",Month: Ṣip’um
cde3a4b0-6249-49ec-a62b-4fee8d458cb2,de75fdac-73a3-4769-9b52-cbd7f8629d23,li-mu-um e-lá-lí,"li-mu-um {eponym (of year), eponymate, in his second eponymate, office of the eponym official; environs; family, tribe; encirclement} e-lá-lí",Eponymate: Elāli
cde3a4b0-6249-49ec-a62b-4fee8d458cb2,95e84548-9830-4eaa-950e-cc953da97cb5,KÙ.BABBAR ša DAM.GÀR-ri-im,"KÙ.BABBAR {silver, price; money} ša DAM.GÀR-ri-im {merchant, businessman; merchanthood; business, commerce}",The silver belongs to the merchant.
d0e6d8b8-2fb3-4d4f-a307-50b639ed2128,31583512-b361-4456-86de-969c057286bd,a-na ší-ip-ri ša a-lim{ki} ù kà-ri-im kà-ni-iš ṣa-ḫe-er-GAL qí-bi-ma um-ma ša-lim-a-šùr-ma,"a-na ší-ip-ri ša a-lim{ki} ù kà-ri-im kà-ni-iš ṣa-ḫe-er-GAL qí-bi-ma {to say, speak, command} um-ma ša-lim-a-šùr-ma",To the envoys of the City and the plenary assembly of Kanesh colony;
d0e6d8b8-2fb3-4d4f-a307-50b639ed2128,bc0d0ba2-a63c-425f-bf71-a974d9a560aa,bé-lu-a a-tù-nu ṭup-pá-am ša kà-ri-im bu-ru-uš-ḫa-dim ṣa-ḫe-er GAL ù ṭup-pá-am ša ú-ší-na-lam DUB.SAR ša kà-ri-im bu-ru-uš-ḫa-dim DUMU i-ba-a ù ṣú-ḫa-ru-um ša ú-ší-na-lam a-na kà-ri-im kà-ni-iš ṣa-ḫe-er GAL a-šu-mì a-bu-ša-lim ÌR ub-lu-nim-ma,"bé-lu-a a-tù-nu {you} ṭup-pá-am {younger brother, second in rank; mark on skin, mole; (clay) tablet, document, letter, to write, read a tablet; very plump} ša kà-ri-im bu-ru-uš-ḫa-dim ṣa-ḫe-er GAL {big} ù ṭup-pá-am {younger brother, second in rank; mark on skin, mole; (clay) tablet, document, letter, to write, read a tablet; very plump} ša ú-ší-na-lam DUB.SAR ša kà-ri-im bu-ru-uš-ḫa-dim DUMU {son, descendant; boy; status of son, to disinherit, status of adopted son (or daughter), to adopt, to put up for adoption} i-ba-a ù ṣú-ḫa-ru-um ša ú-ší-na-lam a-na kà-ri-im kà-ni-iš ṣa-ḫe-er GAL {big} a-šu-mì {because (of)} a-bu-ša-lim ÌR {slave, servant; slavery, status as slave, vassalage, (political) servitude} ub-lu-nim-ma {to carry, bring}","From Šalim-Aššur: My dear lords, the scribe of the Burušhaddum colony, Ibaya’s son, and a servant of Ušinalam brought a tablet from the plenary assembly of the Burušhaddum colony and a tablet from Ušinalam to the plenary assembly of the Kanesh colony concerning the slave Abu-šalimm,"
d0e6d8b8-2fb3-4d4f-a307-50b639ed2128,d80184ee-caf2-4cc8-a5f6-e1d4f497f948,um-ma šu-nu-ma 16 li-me 40 ma-na URUDU ší-im SÍG.ḪI.A a-bu-ša-lim ÌR a-na ú-ší-na-lam ḫa-bu-ul 30 li-me URUDU ša nam-e-dim ša e-kál-lim ḫa-bu-lu ú-ší-na-lam ú-ṣa-li-im um-ma šu-nu-ma a-bu-ša-lim li-li-kam šu-ma a-bu-ša-lim lá-šu be-el-šu li-li-kam a-na-kam a-na na-áp-ša-tí-ni ù KÙ.BABBAR-áp <gap> a-bu-ša-lim ni-ša-ḫu-ut ší-ip-ru,"um-ma šu-nu-ma 16 li-me {eponym (of year), eponymate, in his second eponymate, office of the eponym official; environs; family, tribe; encirclement} 40 ma-na {mina (c. 480 grams), (standard) mina of PlN/the king, a mina-weight, small mina (= 1/3 shekel); to count, calculate; recite; to love} URUDU ší-im SÍG.ḪI.A a-bu-ša-lim ÌR {slave, servant; slavery, status as slave, vassalage, (political) servitude} a-na ú-ší-na-lam ḫa-bu-ul 30 li-me {eponym (of year), eponymate, in his second eponymate, office of the eponym official; environs; family, tribe; encirclement} URUDU ša nam-e-dim ša e-kál-lim {palace service; palace, review p., arsenal, rear p., p. of rest, the government, palace overseer, queen, palace supervisor; palace official, queen(-mother)?} ḫa-bu-lu ú-ší-na-lam ú-ṣa-li-im um-ma šu-nu-ma a-bu-ša-lim li-li-kam {to go} šu-ma a-bu-ša-lim lá-šu be-el-šu li-li-kam {to go} a-na-kam {here, to/as far as/from here} a-na na-áp-ša-tí-ni ù KÙ.BABBAR-áp {silver, price; money} <gap> a-bu-ša-lim ni-ša-ḫu-ut ší-ip-ru","and they said: The slave Abu-šalim owes 16,040 minas of copper, the price of wool, to Ušinalam. As to the 30,000 minas of copper from the others that they owe to the palace, he has angered Ušinalam."
d0e6d8b8-2fb3-4d4f-a307-50b639ed2128,0c079454-79c7-43e4-860a-5265f38ea94b,ša a-lim ku-lu-šu-nu-ma ù kà-ru-um kà-ni-iš ṣa-ḫe-er GAL ṭup-pí iš-ta-me-ú-ma um-ma,"ša a-lim ku-lu-šu-nu-ma ù kà-ru-um kà-ni-iš ṣa-ḫe-er GAL {big} ṭup-pí {younger brother, second in rank; mark on skin, mole; (clay) tablet, document, letter, to write, read a tablet; very plump} iš-ta-me-ú-ma {to be(come) thirsty, thirst for; sky, heaven; to hear} um-ma",All of the envoys from the City and the plenary assembly of the Kanesh colony heard this
d0e6d8b8-2fb3-4d4f-a307-50b639ed2128,c1bbc1d2-c547-40cc-a7c4-85d70284525b,a-tù-nu-ma a-li-ik-ma ú-ší-na-lam tù-ṭá-áb,a-tù-nu-ma {you} a-li-ik-ma {to go} ú-ší-na-lam tù-ṭá-áb,and you said You must go and satisfy Ušinalam.
d0e6d8b8-2fb3-4d4f-a307-50b639ed2128,3464048d-c5f3-4c94-9f4f-0e58b94d397b,a qá-tí ili₅-ba-ni ḫu-ra-ṣa-num DUB.SAR ša kà-ri-im bu-ru-uš-ḫa-dim ú ṣú-ḫa-ri-im ša,a qá-tí ili₅-ba-ni ḫu-ra-ṣa-num DUB.SAR ša kà-ri-im bu-ru-uš-ḫa-dim ú ṣú-ḫa-ri-im ša,"You handed me over to Ilī-bāni, Huraṣānum, the scribe of the Burušhaddum colony and Ušinalam’s servant together with my merchandise that had arrived from the City,"
d0e6d8b8-2fb3-4d4f-a307-50b639ed2128,90f7f2d4-42e0-44a8-aea3-6c1feb07eb84,,,and you said: Go! Satisfy Ušinalam!
d0e6d8b8-2fb3-4d4f-a307-50b639ed2128,903c950f-6efc-47ef-adad-2d96b1991ec2,,,"After I had paid 15,000 minas of copper as the price of the wool to Ušinalam and satisfied him, he returned and handed me over to the palace officials for 40 minas of silver to cover the same Abu-šalim’s debt."
d0e6d8b8-2fb3-4d4f-a307-50b639ed2128,59e54af8-b087-4ada-a6a8-2570774ad7ef,,,"I said: It is you I have already satisfied, so the iṣurtu-documents are mine, or they are part of my goods and he has solt (them). Take the iṣurtu-documents you gave me and sell them where you wish. Why do you hand me over to your šakkanakkus?"
